race,linked_fate,linked_progress,linked_hurt,party_id,WEIGHT,AGE,Gender,party_reg,for_born,income_level,edu_level
Latinx,2,1,-1,2,0.5723,42,2,Republican,1,4,6
Asians,1,1,1,3,1.62887,63,2,Other,2,3,7
Latinx,2,1,1,1,0.84177,27,1,Democrat,1,1,7
Whites,1,-1,1,1,0.34838,70,2,Democrat,2,3,7
Whites,-2,-1,-2,3,2.98205,30,1,Democrat,1,5,7
Whites,1,1,-1,1,5.85884,83,2,Democrat,1,3,3
Asians,-2,-2,-2,3,1.01888,27,1,Decline to State,1,2,8
Asians,1,2,1,3,0.53291,31,1,Decline to State,1,6,8
Whites,2,2,2,2,1.17551,69,1,Other,1,3,4
Whites,-1,-1,-1,4,0.94374,71,2,Decline to State,1,4,8
Whites,1,-1,-1,1,0.33267,22,1,Democrat,1,5,6
Whites,-1,-2,1,1,0.3491,34,2,Democrat,1,3,7
Whites,1,-2,-1,1,0.34504,69,2,Democrat,1,1,7
Asians,1,1,2,1,0.72318,67,2,Democrat,2,4,5
Latinx,2,2,1,1,1.9172,20,1,Democrat,1,3,5
Whites,2,-1,-1,3,0.35494,36,1,Democrat,1,5,7
Whites,2,2,2,3,5.7058,75,2,Decline to State,1,1,3
Other,NA,NA,NA,1,0.45418,39,1,Democrat,1,4,7
Asians,1,1,1,3,0.22909,22,1,Decline to State,1,3,7
Latinx,2,1,-1,1,1.24238,32,2,Democrat,1,5,8
Whites,-1,-1,-1,4,0.28229,37,1,Other,1,4,7
Whites,-2,-2,-2,3,1.2543,49,2,Other,1,6,5
Whites,2,1,1,1,0.41269,38,1,Democrat,1,3,7
Whites,-2,-2,-2,1,1.11677,51,2,Democrat,1,2,5
Whites,-1,-1,-1,1,0.53698,29,1,Democrat,1,2,7
Latinx,2,2,2,1,2.15279,49,2,Democrat,2,4,2
Whites,1,-1,-1,3,0.6589,54,2,Republican,1,5,8
Whites,-1,-1,1,2,3.42624,36,1,Republican,1,5,4
Latinx,1,-1,-2,2,0.71586,61,2,Republican,1,5,6
Other,2,1,-1,4,2.74597,38,1,Democrat,1,4,3
Latinx,1,2,-1,1,0.30332,39,2,Decline to State,1,3,8
Latinx,2,2,2,1,0.32505,24,1,Republican,1,6,7
Whites,1,1,1,1,0.84105,58,2,Republican,1,6,7
Whites,1,1,2,4,0.26997,58,2,Democrat,1,3,7
Whites,2,-1,-1,2,1.26652,76,2,Republican,2,5,6
Latinx,-2,-2,-2,4,0.50234,30,1,Decline to State,1,2,5
Whites,-1,-1,-1,1,0.75829,21,1,Decline to State,2,4,7
Whites,2,-2,-2,3,0.20895,35,1,Democrat,1,6,8
Whites,1,-1,-1,1,0.45992,36,1,Democrat,1,1,5
Blacks,2,2,2,1,0.60249,58,2,Democrat,1,6,8
Asians,1,1,1,2,1.93406,31,1,Decline to State,2,4,7
Asians,1,1,1,1,2.34924,65,2,Democrat,2,2,3
Latinx,2,1,1,1,1.88542,23,2,Democrat,1,4,5
Whites,1,-1,-1,1,0.85263,42,1,Democrat,1,6,6
Whites,-2,-2,-2,1,0.76683,70,2,Democrat,1,5,5
Asians,2,1,1,2,2.23895,18,1,Decline to State,1,5,3
Asians,1,1,-1,3,0.64537,39,1,Decline to State,2,5,7
Whites,-1,-2,-2,1,0.48838,49,2,Democrat,1,5,7
Asians,1,-2,-2,1,0.15154,24,2,Democrat,1,3,7
Latinx,2,1,1,1,0.81042,34,1,Democrat,1,5,8
Latinx,1,1,1,1,0.52794,32,2,Democrat,2,3,7
Whites,2,1,2,2,1.26652,79,2,Republican,1,3,5
Whites,2,-1,-1,1,0.42021,41,2,Democrat,1,5,7
Whites,1,-2,-1,3,0.88192,46,2,Decline to State,1,5,6
Whites,1,-1,1,2,2.98478,45,1,Republican,1,5,3
Latinx,-2,-2,-1,2,0.18169,35,1,Republican,1,5,7
Asians,1,1,1,1,0.34919,22,2,Democrat,2,4,7
Blacks,2,2,-1,1,0.62326,34,1,Democrat,1,4,8
Latinx,2,2,2,1,0.80168,24,2,Democrat,1,3,3
Whites,1,-2,-1,1,1.01729,87,2,Democrat,1,4,7
Whites,-1,1,-1,1,0.85263,43,1,Democrat,2,6,6
Latinx,1,1,2,1,1.42756,67,2,Democrat,1,1,5
Whites,2,1,2,1,0.66135,68,2,Democrat,1,6,8
Whites,2,1,1,4,0.59986,43,1,Democrat,1,5,8
Whites,1,1,2,2,0.19647,20,1,Republican,1,1,6
Latinx,1,1,1,1,1.73113,30,1,Democrat,1,2,8
Other,2,1,-1,2,0.81606,63,1,Republican,1,4,8
Latinx,2,2,2,1,3.79202,42,1,Democrat,1,5,4
Whites,2,-1,-1,1,0.53039,41,1,Democrat,1,3,5
Other,NA,NA,NA,4,2.30924,34,1,Decline to State,1,2,7
Whites,1,1,1,2,0.80026,26,1,Decline to State,1,5,6
Whites,-1,-2,-2,4,0.4012,38,2,Democrat,1,1,6
Blacks,-1,1,1,2,0.90422,19,1,Republican,1,1,3
Latinx,-1,-1,-1,3,0.74529,19,1,Decline to State,1,5,3
Whites,1,-2,-2,4,0.40067,49,2,Other,1,2,7
Whites,1,-1,1,2,1.58892,37,2,Republican,1,1,4
Asians,2,1,1,3,3.27695,48,1,Republican,1,5,7
Whites,2,-1,-1,1,0.87986,67,2,Decline to State,1,5,6
Asians,1,1,-1,1,0.70945,67,2,Democrat,2,4,7
Latinx,1,1,1,2,1.33683,29,1,Republican,1,1,5
Latinx,-1,-2,-2,2,0.13526,34,1,Decline to State,1,5,7
Blacks,NA,NA,NA,3,0.72917,45,1,Republican,1,6,8
Whites,1,1,1,3,1.9873,26,1,Decline to State,1,2,6
Whites,1,-1,1,1,0.4118,27,1,Democrat,1,5,7
Whites,-1,-2,-1,1,0.54669,52,1,Democrat,1,4,7
Whites,1,1,-1,1,2.60546,56,2,Democrat,1,4,3
Whites,-1,1,-2,1,0.44009,36,1,Democrat,1,5,8
Asians,-2,-2,-2,2,1.42626,73,2,Republican,1,4,6
Whites,1,1,1,1,0.13208,23,1,Democrat,1,5,7
Asians,2,2,2,1,0.56057,40,2,Democrat,2,6,8
Latinx,2,2,2,1,3.79202,41,1,Democrat,2,5,6
Asians,1,1,1,3,0.19933,23,1,Decline to State,1,5,7
Latinx,1,1,-1,3,0.07059,24,1,Republican,1,4,7
Whites,1,1,-1,4,0.28356,31,1,Other,1,5,7
Whites,1,1,1,3,0.34504,65,2,Democrat,1,4,8
Latinx,1,1,1,4,0.38145,23,2,Republican,1,1,5
Latinx,1,1,1,4,2.72166,67,1,Republican,1,6,2
Whites,1,-1,-1,4,1.38064,64,1,Other,1,6,8
Whites,-2,-2,-1,3,0.52252,52,1,Democrat,1,5,7
Latinx,-1,1,2,1,2.04803,19,1,Democrat,1,1,5
Whites,-2,-2,-2,1,0.3368,62,1,Democrat,1,6,7
Whites,1,1,1,1,0.48132,65,2,Democrat,1,4,8
Whites,-2,-2,-2,4,0.68152,75,1,Other,1,2,8
Latinx,2,2,1,1,1.0784,41,2,Democrat,2,3,4
Whites,-2,-2,2,3,0.6746,68,1,Democrat,1,6,8
Whites,2,2,2,1,0.4118,27,1,Democrat,1,4,7
Blacks,1,1,1,1,0.86015,41,2,Democrat,1,3,8
Whites,2,1,2,3,0.33777,34,1,Decline to State,1,4,8
Other,1,1,1,1,0.56859,37,1,Democrat,1,4,8
Latinx,2,2,2,1,1.79983,26,2,Democrat,1,2,3
Latinx,2,2,2,4,2.59783,21,1,Decline to State,1,1,3
Asians,2,2,2,3,1.05118,45,1,Republican,2,5,8
Whites,2,1,-1,1,1.35341,73,2,Decline to State,1,3,5
Whites,1,1,-1,3,1.11571,44,1,Decline to State,1,4,8
Whites,-2,-2,-2,1,2.95743,58,1,Democrat,1,1,3
Whites,1,1,-1,4,0.42324,35,2,Decline to State,1,4,7
Whites,1,-1,1,1,0.40567,33,1,Democrat,1,4,8
Whites,1,-1,1,3,0.54775,66,1,Decline to State,1,5,7
Blacks,1,1,1,1,0.93328,45,2,Democrat,1,1,8
Blacks,1,1,1,1,0.65508,45,2,Democrat,1,1,8
Whites,1,1,-1,1,0.41328,38,2,Democrat,1,6,7
Whites,1,-2,-2,2,1.00272,71,1,Republican,1,5,5
Latinx,2,1,1,1,0.66165,19,2,Decline to State,1,1,3
Whites,1,1,1,3,0.73478,40,1,Republican,1,4,7
Whites,1,-1,1,2,0.38861,40,1,Republican,1,5,7
Whites,-1,-1,-1,1,0.54785,70,1,Democrat,1,2,7
Latinx,1,-1,1,1,1.28433,39,2,Democrat,2,5,7
Whites,NA,2,-2,1,0.43094,57,2,Democrat,1,6,8
Whites,-2,-2,-1,2,2.62801,48,2,Democrat,1,5,5
Whites,2,2,2,3,0.28356,30,1,Decline to State,1,5,8
Whites,2,2,2,2,2.64116,74,1,Republican,1,5,5
Whites,1,-1,-1,3,1.2531,46,1,Other,1,4,8
Asians,1,1,1,1,1.62534,28,2,Decline to State,2,6,7
Whites,2,2,-1,2,0.29965,40,1,Republican,1,6,7
Whites,1,-1,-2,1,0.48132,67,2,Democrat,1,5,8
Whites,-2,-2,-2,1,0.45893,26,1,Democrat,1,3,5
Whites,2,-1,-1,4,0.47301,62,2,Decline to State,1,5,8
Whites,1,-1,-2,2,1.08037,57,1,Republican,2,2,8
Whites,1,-1,1,2,3.25117,39,1,Republican,1,5,5
Whites,1,-1,-1,3,0.40829,64,2,Democrat,1,5,7
Latinx,1,1,1,3,1.80243,29,1,Decline to State,1,1,7
Whites,2,1,-1,3,0.54785,70,1,Democrat,1,6,8
Whites,1,-1,-1,3,2.07851,61,1,Other,2,5,7
Whites,-1,-1,-1,1,0.44031,66,1,Democrat,1,4,7
Whites,2,2,2,2,0.61217,46,1,Decline to State,2,6,7
Whites,1,-1,-1,3,0.15165,22,1,Decline to State,1,4,7
Whites,-2,-2,-2,2,0.8059,65,1,Republican,1,5,6
Whites,2,2,2,2,1.31252,61,1,Other,1,5,6
Whites,-2,-2,-1,3,0.54785,81,1,Democrat,1,3,7
Latinx,2,2,2,2,0.57464,26,1,Other,1,1,5
Whites,1,1,1,3,0.71781,42,1,Decline to State,1,5,8
Whites,1,-2,-1,1,0.17678,33,2,Democrat,1,4,8
Whites,-2,-2,-2,2,0.95007,82,2,Democrat,1,5,8
Whites,1,1,-1,1,1.07497,47,2,Democrat,1,6,6
Whites,-2,-2,-2,2,0.5754,83,2,Republican,1,3,8
Whites,-1,1,-2,1,1.16823,73,2,Democrat,1,4,5
Whites,-2,-2,-2,4,1.05509,60,1,Democrat,1,6,6
Latinx,2,1,1,1,0.2131,26,2,Democrat,1,2,8
Blacks,1,1,-1,1,0.91702,50,2,Democrat,1,2,6
Asians,1,1,1,1,1.65061,21,1,Decline to State,1,2,6
Whites,-1,-1,-1,2,0.60045,37,1,Republican,1,5,7
Latinx,-2,-1,1,1,2.19999,64,1,Democrat,2,2,3
Asians,2,2,2,4,3.57752,25,2,Other,1,1,6
Latinx,1,2,2,1,0.50597,61,1,Democrat,1,5,6
Whites,-2,-2,-2,1,0.44112,40,2,Democrat,1,5,7
Latinx,1,1,1,1,0.31633,21,2,Democrat,1,1,5
Asians,1,1,1,3,0.89628,70,1,Decline to State,2,6,8
Whites,2,-1,-1,1,6.61442,74,1,Democrat,1,5,3
Whites,2,2,2,2,0.49088,38,1,Republican,1,6,8
Whites,2,-1,1,1,0.51486,47,1,Democrat,1,3,7
Whites,-2,-2,-2,1,0.24081,25,2,Democrat,1,5,7
Whites,1,-2,-1,1,0.47165,20,2,Decline to State,1,4,6
Whites,-1,-2,-2,1,0.70823,72,1,Democrat,1,6,7
Other,NA,NA,NA,NA,0.92586,66,2,Democrat,1,NA,8
Blacks,NA,NA,NA,1,0.0899,23,2,Democrat,1,1,7
Whites,2,2,2,4,0.66463,25,2,Decline to State,1,1,6
Latinx,-1,1,1,1,0.53948,25,1,Democrat,1,4,7
Latinx,-2,-2,1,1,0.25112,43,2,Democrat,1,3,7
Whites,1,-1,2,2,0.51758,85,1,Republican,1,2,8
Whites,1,-1,-1,1,0.5001,36,2,Democrat,1,5,7
Latinx,1,1,-1,1,1.37917,23,1,Republican,1,1,3
Latinx,1,1,1,3,1.43746,32,1,Decline to State,1,3,8
Whites,1,1,-1,2,1.17205,54,2,Republican,1,2,5
Asians,2,2,2,1,0.50032,42,2,Democrat,1,5,8
Whites,-2,-2,-2,3,3.72246,34,1,Decline to State,2,4,6
Whites,1,-1,-1,1,0.30652,56,1,Democrat,1,5,7
Latinx,1,1,1,1,0.28594,38,1,Decline to State,1,5,8
Whites,2,2,2,2,1.42681,69,2,Republican,1,3,4
Whites,1,1,-1,4,0.61452,42,1,Decline to State,1,5,5
Whites,-2,-1,-1,1,0.44878,72,2,Democrat,1,4,8
Whites,-2,-2,-1,3,0.61488,78,2,Other,2,3,8
Asians,1,-1,2,1,1.0491,37,2,Decline to State,1,5,4
Latinx,1,1,2,1,0.10794,41,1,Decline to State,2,NA,7
Whites,2,1,1,3,1.90308,77,1,Decline to State,1,3,6
Asians,2,2,2,2,1.45723,50,1,Republican,2,6,8
Whites,1,-1,1,1,0.44031,68,1,Democrat,1,4,8
Whites,1,-1,1,2,1.19949,65,1,Republican,1,4,NA
Whites,-2,-1,-1,1,0.22649,66,2,Democrat,1,4,7
Whites,1,-1,1,4,0.43094,56,2,Democrat,1,4,7
Whites,-2,-2,-2,1,0.57995,69,1,Democrat,1,3,5
Latinx,-1,-1,-1,3,0.36946,61,1,Decline to State,1,6,8
Whites,1,-1,1,3,2.86136,18,2,Decline to State,1,1,2
Whites,2,2,1,1,0.48019,38,1,Democrat,1,3,8
Whites,-1,-2,-2,1,0.58522,63,2,Democrat,1,3,6
Whites,1,-2,-2,1,0.09226,21,2,Democrat,1,5,7
Latinx,-1,-1,-1,2,0.3784,26,2,Republican,1,5,8
Whites,2,1,1,3,1.43879,64,2,Republican,1,5,5
Whites,2,1,1,4,0.89363,43,2,Decline to State,1,4,7
Latinx,2,1,1,1,0.29312,32,1,Democrat,1,3,7
Whites,-2,-1,-1,1,0.87928,66,1,Democrat,1,3,7
Whites,1,1,1,2,0.3708,60,1,Republican,1,6,7
Whites,-2,-2,-2,1,0.39974,65,2,Other,1,1,7
Whites,1,1,-1,1,0.20895,37,1,Democrat,1,5,8
Whites,1,-1,1,1,0.22649,68,2,Democrat,2,5,7
Whites,1,1,1,2,4.79535,43,1,Decline to State,1,4,6
Latinx,1,1,1,2,0.82198,54,1,Republican,1,3,5
Whites,-2,-2,-2,4,1.17551,69,1,Decline to State,1,3,4
Whites,2,-2,1,4,1.18607,53,1,Other,1,3,5
Latinx,1,1,-1,3,0.63085,52,2,Decline to State,1,NA,7
Whites,1,-1,-1,3,1.52665,45,2,Decline to State,1,4,5
Whites,1,-1,1,3,0.33258,61,2,Other,1,5,7
Whites,1,-2,-1,4,0.52252,52,1,Democrat,1,4,7
Whites,NA,NA,NA,1,0.38737,40,1,Democrat,1,5,7
Other,NA,NA,NA,1,0.67037,65,1,Decline to State,2,6,8
Whites,-1,-1,-1,1,0.8705,75,1,Decline to State,1,5,7
Latinx,2,2,2,3,2.06522,36,1,Decline to State,2,4,3
Whites,1,1,1,2,11.93269,75,2,Decline to State,2,1,6
Whites,1,1,1,3,0.5427,57,1,Decline to State,1,5,7
Whites,1,-2,-1,1,2.40806,71,1,Democrat,1,5,6
Asians,2,2,2,1,1.2109,35,2,Democrat,2,4,5
Latinx,1,-1,1,3,2.60128,49,2,Decline to State,1,4,3
Whites,2,-1,1,4,2.07851,61,1,Other,1,6,8
Whites,1,-1,1,3,3.29939,34,2,Republican,1,6,7
Latinx,1,-2,-1,4,0.61909,28,2,Republican,1,1,5
Asians,2,2,2,1,3.69968,18,2,Decline to State,1,NA,3
Asians,-1,-1,-1,3,0.81511,18,1,Decline to State,2,4,5
Whites,1,-2,-1,1,0.27833,42,2,Democrat,1,5,8
Whites,1,1,-1,2,0.30626,19,1,Republican,1,1,5
Whites,1,1,1,2,0.7611,71,1,Republican,1,4,7
Whites,1,1,-1,2,1.06804,66,2,Republican,1,1,4
Whites,1,1,1,3,0.80627,57,1,Decline to State,1,5,7
Whites,2,2,1,1,2.73451,72,1,Democrat,1,3,5
Asians,2,2,2,1,2.13025,55,1,Decline to State,2,2,8
Whites,2,-1,1,3,0.33803,20,1,Democrat,1,4,5
Latinx,1,-1,1,1,3.65058,48,1,Democrat,2,1,3
Latinx,1,1,1,1,4.18701,26,1,Decline to State,1,1,6
Whites,1,1,1,1,0.94374,70,2,Decline to State,1,NA,7
Latinx,1,1,1,1,1.92756,32,2,Democrat,1,5,8
Whites,1,1,-1,1,2.0912,72,2,Democrat,1,3,4
Whites,-1,-2,-2,1,0.53075,78,2,Democrat,1,2,7
Whites,-1,-1,-1,1,0.48916,59,1,Democrat,1,6,8
Asians,2,1,1,1,1.61644,25,1,Democrat,1,1,8
Whites,1,-1,-1,1,0.59986,42,1,Democrat,2,6,7
Latinx,1,-1,-1,3,0.44381,44,2,Republican,1,6,7
Asians,2,1,1,3,2.28455,48,2,Decline to State,2,3,7
Asians,1,1,-1,3,1.34197,65,1,Decline to State,2,2,7
Whites,-2,-2,-2,1,0.32031,46,2,Democrat,2,6,8
Whites,1,1,1,1,0.49188,46,2,Democrat,1,6,7
Whites,2,-2,1,1,0.6589,54,2,Republican,1,6,7
Latinx,-2,-2,-1,4,5.98267,27,1,Republican,1,2,3
Whites,-2,-2,-2,4,0.49368,45,1,Republican,1,3,7
Whites,1,1,-1,3,0.90949,48,1,Decline to State,1,6,7
Whites,1,-2,1,2,3.32319,18,1,Republican,1,1,3
Whites,2,-1,2,1,0.40829,64,2,Democrat,1,5,8
Blacks,NA,NA,NA,1,0.6256,44,2,Democrat,1,4,8
Whites,-2,1,-1,1,0.57185,28,1,Other,1,4,7
Latinx,1,-1,-1,4,3.65058,49,1,Democrat,1,4,1
Latinx,-2,-2,-2,4,0.27222,40,1,Other,2,6,8
Asians,2,1,1,1,1.02063,19,1,Democrat,1,1,6
Latinx,-1,2,2,4,0.76971,29,2,Democrat,2,4,6
Blacks,1,-1,-1,1,1.4638,54,2,Democrat,1,5,5
Whites,1,-1,-1,2,0.77941,62,1,Republican,1,5,6
Whites,1,-2,1,3,0.53075,82,2,Democrat,1,4,7
Whites,-2,-2,1,4,0.95007,73,2,Democrat,1,4,8
Latinx,1,1,-1,3,0.36906,19,1,Decline to State,1,4,5
Whites,NA,NA,NA,NA,0.65621,44,2,Republican,2,3,7
Whites,-2,-2,-2,1,0.54785,76,1,Democrat,1,5,8
Latinx,1,1,-1,3,0.28741,60,2,Decline to State,1,2,7
Blacks,2,2,1,1,4.51842,74,2,Democrat,1,2,3
Latinx,1,1,-1,1,1.65507,54,1,Decline to State,1,4,4
Whites,-2,-2,-2,1,0.40796,64,2,Democrat,1,4,5
Latinx,2,1,2,1,7.11225,25,1,Democrat,1,2,3
Latinx,1,2,1,3,0.22772,30,1,Other,1,1,7
Whites,-2,-2,-2,2,5.15959,45,1,Republican,1,6,5
Whites,2,-1,-1,1,0.35741,26,2,Democrat,1,3,7
Whites,1,1,-1,2,0.63791,70,1,Republican,2,4,7
Latinx,-1,-2,-2,3,0.48376,35,2,Republican,2,4,8
Whites,-1,-1,-1,1,0.24097,41,1,Democrat,1,2,7
Whites,-1,1,-1,1,0.4099,25,1,Democrat,1,4,7
Latinx,-1,-2,-2,2,0.24481,20,1,Republican,1,2,5
Whites,1,1,-1,2,0.70934,56,1,Republican,1,5,6
Whites,1,1,1,2,0.5958,72,1,Decline to State,1,6,7
Whites,1,-1,-1,1,0.16377,24,1,Democrat,1,3,7
Whites,1,-1,1,3,0.54715,51,2,Decline to State,1,6,7
Latinx,2,2,1,3,2.03586,50,1,Democrat,1,5,5
Whites,1,-1,-1,3,0.49433,61,1,Decline to State,1,2,7
Whites,2,1,1,1,4.02965,25,1,Decline to State,1,5,5
Asians,-2,-2,-2,4,0.62227,63,2,Democrat,1,6,8
Whites,1,-1,1,2,3.646,60,2,Republican,1,2,3
Asians,1,-1,1,1,0.17214,24,1,Democrat,1,4,7
Whites,1,-1,-1,1,0.59908,44,1,Democrat,1,3,5
Whites,1,1,1,3,2.89605,25,1,Other,1,4,3
Whites,-1,-2,-2,1,0.3438,39,1,Democrat,1,4,8
Other,NA,NA,NA,2,0.67322,60,1,Republican,2,6,8
Whites,1,-1,-1,1,0.4921,48,1,Democrat,1,3,7
Whites,1,-2,-2,3,0.76205,49,1,Democrat,1,5,8
Whites,1,1,1,2,2.22178,53,2,Republican,1,5,3
Latinx,2,1,1,1,0.83803,46,2,Democrat,2,3,4
Whites,-2,-2,-2,1,0.89207,43,1,Democrat,1,4,5
Whites,1,1,1,3,0.47322,30,1,Decline to State,2,5,8
Whites,-2,-2,-1,1,0.53625,87,1,Democrat,1,3,8
Whites,1,-2,-2,1,0.46327,76,2,Democrat,1,4,8
Whites,-1,-2,-2,4,0.29814,35,1,Other,1,4,8
Whites,-2,1,1,3,0.35494,39,1,Democrat,1,5,7
Whites,-1,1,1,1,0.34838,82,2,Democrat,1,4,8
Latinx,1,1,1,1,0.65648,28,1,Decline to State,1,1,5
Latinx,1,1,1,3,0.33997,27,1,Democrat,1,1,7
Latinx,-2,-2,-2,3,0.42512,63,2,Republican,1,4,7
Whites,-1,-1,-1,3,0.40235,47,2,Other,1,4,8
Latinx,-2,-2,-1,3,0.56927,75,2,Decline to State,1,4,5
Whites,-1,-1,-1,1,0.31488,32,2,Democrat,1,3,7
Whites,NA,NA,NA,4,1.01995,34,1,Democrat,1,4,7
Whites,2,1,1,2,1.61846,60,1,Decline to State,1,5,6
Latinx,1,-1,-2,1,1.38637,56,2,Democrat,1,5,5
Blacks,1,1,1,1,0.82989,56,1,Decline to State,1,5,7
Whites,-2,-2,-2,1,0.47935,64,1,Democrat,1,6,8
Latinx,-2,-1,-1,1,0.45068,52,1,Democrat,2,5,8
Whites,2,1,1,2,1.0303,75,1,Republican,1,4,6
Latinx,-2,-1,-2,3,0.58691,57,2,Other,1,4,5
Latinx,1,2,2,1,0.49535,57,2,Democrat,1,4,4
Whites,2,1,1,1,0.27833,44,2,Democrat,1,2,7
Latinx,2,2,2,1,0.87919,37,1,Democrat,1,3,7
Other,1,2,1,1,1.90326,69,2,Democrat,1,3,5
Asians,2,2,2,2,0.52712,82,1,Republican,2,1,7
Latinx,1,-1,-2,2,0.09325,24,1,Republican,1,4,7
Blacks,2,2,2,4,7.54539,39,2,Republican,1,4,6
Whites,1,1,1,1,1.80279,64,1,Democrat,1,2,3
Whites,-2,-2,-2,1,0.44009,38,1,Democrat,1,5,7
Asians,2,1,1,1,0.57813,37,1,Decline to State,2,6,8
Whites,2,1,1,1,0.46904,21,2,Democrat,1,2,7
Asians,-1,1,1,1,2.98406,19,1,Democrat,1,1,5
Latinx,1,1,-1,1,0.46717,43,2,Democrat,1,4,8
Whites,1,1,1,2,0.45556,88,1,Republican,1,5,8
Whites,2,2,2,2,0.58704,31,1,Republican,1,4,6
Asians,1,1,1,3,0.17294,20,1,Democrat,1,1,7
Whites,-1,-1,-1,4,0.96917,65,1,Democrat,1,4,6
Whites,1,-1,-1,3,0.44031,66,1,Democrat,1,5,7
Whites,1,-1,-1,3,0.28449,69,2,Decline to State,2,5,8
Latinx,-1,1,1,1,1.50436,27,1,Democrat,1,3,6
Blacks,NA,NA,NA,3,0.51745,52,2,Republican,1,4,8
Other,NA,NA,NA,1,0.39423,24,1,Democrat,1,4,6
Blacks,2,1,-1,2,1.67657,39,2,Decline to State,1,3,5
Blacks,NA,NA,NA,4,2.18175,48,2,Other,1,1,7
Whites,1,1,-1,2,0.98148,72,1,Republican,1,5,7
Whites,2,1,1,1,1.01729,83,2,Democrat,1,4,8
Whites,2,2,2,4,0.15589,23,2,Decline to State,1,2,7
Whites,-1,-1,-1,2,0.82751,55,1,Republican,1,5,8
Other,NA,NA,NA,1,1.08896,57,2,Democrat,1,4,5
Whites,1,-2,-2,4,0.5001,38,2,Democrat,1,5,7
Whites,1,1,1,1,0.64936,50,2,Democrat,1,6,7
Whites,1,-2,-1,1,0.53941,26,2,Democrat,1,4,6
Whites,NA,NA,NA,NA,0.67804,73,1,Republican,1,NA,8
Latinx,1,-1,-1,2,0.62874,66,1,Republican,1,NA,6
Latinx,1,1,1,1,0.22772,30,1,Decline to State,1,3,7
Whites,2,2,2,1,2.52411,65,2,Democrat,1,4,3
Whites,1,-1,-1,1,0.39974,66,2,Decline to State,1,3,8
Asians,-2,-2,-2,3,0.72619,37,2,Republican,1,NA,8
Latinx,1,-1,1,3,0.80387,50,1,Other,1,5,8
Latinx,2,2,2,1,0.31812,42,2,Democrat,1,4,7
Whites,2,-1,1,2,0.86862,24,1,Republican,1,5,6
Whites,-1,-1,-1,3,0.87928,43,1,Other,1,3,5
Whites,-2,-1,1,3,0.90501,62,1,Decline to State,1,4,6
Whites,NA,NA,NA,3,0.52332,42,1,Decline to State,2,4,8
Latinx,2,2,2,1,1.36775,34,2,Democrat,2,1,6
Whites,-1,-2,-2,1,0.34504,65,2,Democrat,1,4,8
Latinx,1,1,1,1,0.33997,26,1,Democrat,1,3,7
Whites,-2,-2,-2,3,1.9455,61,1,Republican,1,4,7
Latinx,-2,-2,-2,2,1.14896,62,2,Republican,1,5,6
Whites,2,2,2,2,0.35042,56,1,Republican,1,2,8
Blacks,2,1,1,3,0.83966,63,1,Decline to State,1,6,8
Asians,2,2,2,1,1.68385,39,2,Decline to State,2,5,8
Whites,2,2,2,2,0.39528,45,1,Republican,1,5,7
Latinx,2,2,2,3,0.75333,22,2,Democrat,1,1,5
Whites,1,1,1,1,0.47935,61,1,Democrat,1,6,7
Latinx,1,1,2,1,0.22937,61,1,Democrat,1,5,8
Blacks,-1,1,-1,1,0.77936,30,1,Republican,1,4,7
Latinx,2,1,1,1,0.60699,26,2,Democrat,1,2,7
Whites,1,-1,1,2,0.33531,59,2,Republican,1,5,7
Whites,2,-1,1,4,1.04161,34,1,Decline to State,1,4,4
Whites,1,1,1,4,0.91562,68,1,Republican,1,2,4
Whites,NA,NA,NA,2,0.51228,28,1,Decline to State,1,3,8
Latinx,1,1,1,1,0.31812,43,2,Democrat,1,5,8
Whites,-1,-1,-1,1,0.33397,60,2,Decline to State,2,5,8
Whites,-2,-2,-2,1,0.58052,50,2,Democrat,1,4,7
Whites,-1,-2,-1,1,0.83731,33,1,Democrat,1,3,6
Asians,1,-1,1,1,0.49845,32,1,Democrat,2,2,8
Whites,-2,-2,-2,3,0.90837,36,1,Democrat,1,4,5
Other,1,1,-1,3,2.30214,76,2,Republican,1,4,7
Latinx,2,2,2,1,0.26906,36,1,Decline to State,2,5,8
Whites,1,-1,-1,1,1.48486,69,1,Democrat,1,2,5
Latinx,1,1,-1,2,0.71806,18,1,Republican,1,1,3
Whites,-2,-2,-2,1,1.07879,73,2,Decline to State,1,6,8
Asians,2,2,1,3,0.80244,54,1,Democrat,1,6,8
Latinx,2,2,1,1,0.40189,50,2,Other,1,NA,8
Asians,1,1,1,1,0.61498,41,2,Democrat,2,6,8
Blacks,2,1,-2,1,3.72764,65,2,Democrat,1,2,5
Whites,1,-1,-1,1,0.22649,67,2,Democrat,1,5,7
Latinx,-2,-1,2,1,0.48359,59,2,Democrat,1,4,7
Other,1,1,2,2,1.54354,43,2,Republican,1,2,5
Whites,-2,-2,-2,1,0.44031,68,1,Democrat,1,6,7
Whites,1,-1,-1,1,0.11445,23,2,Democrat,1,1,7
Whites,-1,-1,-1,3,0.94333,64,1,Decline to State,1,4,4
Whites,-2,-2,-2,1,1.0069,63,2,Democrat,1,1,5
Whites,-1,-1,-1,2,0.95313,50,1,Republican,1,6,8
Latinx,2,1,2,4,0.71829,28,2,Decline to State,1,1,5
Whites,1,1,1,3,0.62824,36,1,Republican,1,3,5
