race,linked_fate,linked_progress,linked_hurt,party_id,WEIGHT,AGE,Gender,party_reg,for_born,income_level,edu_level
Latinx,1,1,-1,1,0.937,63,2,Democrat,1,2,6
Whites,-1,-1,-1,1,0.59166,74,1,Democrat,2,5,8
Whites,2,1,1,2,0.63791,76,1,Republican,1,5,7
Whites,2,1,-1,4,0.85263,42,1,Democrat,1,6,5
Whites,1,-1,1,2,1.32165,36,1,Republican,1,4,6
Whites,-1,-1,-1,4,1.99159,36,1,Decline to State,1,4,5
Whites,-2,1,1,2,1.98675,81,1,Republican,2,1,8
Whites,1,1,1,3,0.34548,64,1,Decline to State,1,4,8
Whites,1,-1,-1,1,0.50152,61,1,Democrat,1,5,7
Asians,2,2,2,1,0.55086,55,1,Democrat,2,6,8
Latinx,-2,-1,-1,2,0.83713,76,1,Republican,1,5,5
Blacks,2,-1,1,2,0.56166,61,1,Republican,1,4,8
Whites,1,-1,1,3,1.98632,48,2,Decline to State,1,5,7
Whites,-1,-2,-2,4,0.82893,51,1,Other,1,4,5
Latinx,1,1,1,4,3.77972,21,1,Democrat,1,5,6
Whites,2,1,-1,3,0.8705,70,1,Decline to State,1,4,7
Whites,-1,-1,-1,3,0.83697,47,1,Decline to State,1,4,6
Asians,-1,-1,-1,3,0.17589,24,1,Other,1,5,7
Whites,-2,-2,-2,3,1.64079,70,1,Decline to State,1,5,8
Whites,-2,-2,-2,2,0.56046,69,2,Republican,1,5,8
Whites,2,-1,-1,1,1.10076,39,2,Democrat,1,4,5
Whites,1,-1,-1,1,0.9316,35,2,Decline to State,1,4,4
Latinx,1,-1,-1,1,0.20875,57,1,Democrat,1,5,7
Whites,1,1,1,4,0.74527,48,1,Democrat,1,5,8
Latinx,2,1,1,3,1.18435,60,1,Decline to State,2,4,2
Whites,2,-1,1,1,0.65135,82,2,Decline to State,1,5,8
Whites,2,1,-1,1,0.19956,19,2,Democrat,1,3,5
Whites,NA,NA,NA,1,0.24097,44,1,Democrat,2,5,8
Whites,-1,-1,-1,3,1.12849,69,1,Republican,1,4,6
Whites,1,-2,-1,1,1.06276,56,2,Democrat,1,4,4
Whites,1,1,1,2,0.45104,43,1,Republican,1,5,8
Whites,2,1,1,2,0.5249,46,2,Decline to State,1,4,7
Whites,-2,-2,-2,3,0.37039,62,1,Decline to State,2,6,8
Whites,2,-1,-2,4,0.61217,48,1,Other,1,5,8
Asians,1,-1,1,1,0.14874,23,1,Democrat,1,2,7
Blacks,1,2,2,1,0.28596,20,2,Democrat,1,4,6
Latinx,-1,-2,-2,3,0.70583,32,1,Decline to State,1,3,6
Latinx,-2,1,-1,2,0.59051,51,2,Republican,1,3,6
Whites,-1,-1,-1,3,1.19993,81,1,Republican,1,4,7
Whites,2,1,-1,1,0.52252,50,1,Democrat,1,6,7
Whites,-1,-2,-1,1,0.12073,23,1,Democrat,1,1,7
Whites,-2,-1,1,3,0.11388,24,2,Other,1,3,7
Latinx,-2,-2,-2,3,0.20693,30,1,Republican,1,4,7
Whites,1,1,1,2,0.63791,87,1,Republican,1,5,8
Latinx,-1,-1,-1,3,2.4724,20,1,Decline to State,1,4,3
Whites,1,-1,1,2,4.81763,60,2,Republican,1,1,3
Other,NA,NA,NA,3,2.79401,36,1,Decline to State,1,4,6
Whites,-2,-2,-2,1,0.5001,36,2,Democrat,1,6,8
Other,NA,NA,NA,4,1.3649,34,1,Republican,1,NA,6
Whites,1,2,-2,2,0.63791,73,1,Republican,1,4,8
Whites,2,-2,-1,1,0.50737,50,2,Democrat,1,5,7
Asians,1,1,-1,1,0.49585,69,1,Democrat,2,5,7
Latinx,1,-1,-2,4,0.7123,65,1,Decline to State,2,6,8
Latinx,1,1,2,1,0.56102,20,1,Democrat,1,2,6
Whites,1,-1,-1,1,0.51074,25,2,Democrat,1,3,6
Other,NA,NA,NA,3,1.03875,59,1,Other,1,5,4
Asians,1,-1,1,3,1.18942,22,2,Democrat,1,1,6
Whites,2,-1,-1,2,0.62678,21,2,Republican,1,6,6
Whites,2,1,-1,2,2.06406,69,1,Other,1,3,6
Whites,-1,-1,-1,3,0.60842,54,1,Republican,1,5,8
Whites,2,-1,1,1,0.54785,73,1,Democrat,1,5,8
Whites,2,1,2,4,0.64823,65,2,Republican,1,4,8
Whites,1,1,1,1,0.43434,40,1,Democrat,1,5,7
Whites,-1,-2,-2,4,0.41749000000000003,67,2,Democrat,1,4,8
Whites,1,-1,1,2,0.82338,69,2,Republican,1,1,5
Whites,1,-2,1,1,0.52224,38,2,Democrat,1,1,5
Whites,2,1,1,1,0.70931,73,1,Democrat,1,6,7
Whites,2,1,-1,1,0.49852,66,2,Democrat,1,1,6
Whites,1,-1,1,3,0.79991,42,2,Decline to State,1,5,5
Whites,-1,-2,-2,2,1.28717,37,2,Republican,1,1,4
Latinx,-2,-2,-2,1,2.10517,28,1,Democrat,1,3,4
Whites,-2,-2,-2,2,0.52332,42,1,Other,1,5,8
Whites,1,-1,-1,1,1.82134,50,1,Democrat,1,4,8
Whites,-1,-2,-1,4,0.3762,67,1,Republican,1,4,7
Whites,-1,-1,-1,1,0.48283,57,2,Democrat,1,5,8
Whites,2,2,1,2,0.98646,61,1,Republican,1,5,6
Other,NA,NA,NA,4,0.15051,23,2,Decline to State,1,NA,7
Other,1,1,-1,2,2.96601,56,1,Republican,1,3,3
Latinx,1,1,-1,3,0.78026,56,1,Republican,2,4,4
Whites,NA,NA,NA,2,0.69926,60,2,Republican,1,3,5
Whites,1,-1,-1,2,3.60522,61,1,Decline to State,1,5,3
Whites,2,-1,-1,3,0.43094,56,2,Democrat,1,NA,8
Whites,2,-2,1,1,2.07726,74,2,Decline to State,1,3,5
Whites,1,-1,-1,1,0.84998,62,2,Democrat,1,5,6
Other,-1,-1,-2,3,0.45116,55,1,Republican,1,4,7
Whites,2,1,1,1,0.33803,23,1,Democrat,1,6,6
Whites,-1,-1,-1,1,0.17115,19,1,Democrat,1,2,5
Other,-2,-2,-2,2,1.17771,19,1,Republican,1,2,3
Whites,-1,-2,-1,2,3.21938,54,2,Republican,1,4,3
Whites,-1,-1,-1,3,0.68152,76,1,Decline to State,1,4,7
Whites,-1,-1,1,2,1.04905,22,2,Republican,1,4,3
Whites,-1,-1,-1,3,0.64218,68,2,Democrat,1,5,6
Whites,-1,-1,-1,4,0.38688,32,1,Other,1,2,7
Whites,1,1,1,1,1.04667,69,1,Democrat,1,2,6
Whites,-1,-1,-1,3,0.57185,27,1,Decline to State,1,2,7
Whites,1,1,-1,1,0.28063,59,2,Democrat,1,4,8
Whites,2,-1,-1,3,0.49926,59,2,Decline to State,1,5,8
Whites,-2,-2,-2,1,1.03639,29,1,Democrat,1,6,8
Whites,1,1,2,1,1.28374,59,2,Democrat,1,1,5
Blacks,NA,NA,NA,3,1.426,45,1,Republican,1,5,5
Whites,-2,1,-1,3,0.4882,45,1,Decline to State,1,6,7
Other,-2,-2,-2,1,2.51169,43,2,Decline to State,1,NA,8
Other,1,-1,-1,2,0.75729,37,2,Decline to State,1,4,7
Asians,2,1,2,1,0.65442,31,2,Decline to State,1,4,8
Whites,1,-1,-1,2,0.46033,63,2,Republican,1,5,7
Latinx,1,1,2,1,0.34678,21,1,Democrat,1,1,6
Whites,1,-1,-1,2,0.45907,57,1,Republican,1,6,8
Latinx,1,1,-1,3,0.72376,58,1,Democrat,2,4,5
Whites,2,1,-1,1,0.49604,31,1,Democrat,1,3,7
Latinx,-2,-2,-2,3,0.75156,38,1,Republican,1,5,7
Whites,2,1,2,4,0.85653,50,2,Republican,1,2,5
Whites,1,-2,-2,2,3.01554,65,1,Republican,1,4,3
Whites,-1,-2,-2,2,1.55326,25,1,Republican,1,3,7
Whites,2,-2,-2,1,0.35996,37,2,Democrat,1,5,8
Whites,1,-1,-1,2,0.78409,68,1,Republican,1,1,8
Whites,2,1,1,2,0.67804,73,1,Republican,1,4,8
Whites,-2,-2,-2,4,0.91983,21,1,Other,1,3,5
Blacks,2,2,2,1,0.40375,25,2,Democrat,1,2,6
Whites,2,2,2,2,1.89165,55,1,Decline to State,1,6,7
Whites,1,1,2,2,0.73806,58,2,Republican,1,5,6
Asians,2,2,1,1,0.45979,60,2,Democrat,2,5,8
Whites,-2,-2,-2,4,0.41269,37,1,Democrat,1,5,8
Whites,-1,-2,-2,2,0.89764,49,1,Republican,1,5,7
Whites,2,1,1,2,2.14829,36,2,Republican,1,5,6
Whites,-1,-2,-1,1,1.13232,52,1,Democrat,1,5,7
Asians,2,2,2,2,0.12494,24,1,Decline to State,1,4,7
Latinx,1,1,-1,3,0.44698,73,1,Democrat,2,3,7
Whites,1,1,-1,4,0.49188,47,2,Democrat,1,5,8
Whites,-2,-2,-2,1,0.26348,68,1,Democrat,1,6,8
Asians,1,1,-1,1,0.33677,33,1,Democrat,1,2,7
Whites,-1,-1,-1,3,0.58658,60,2,Other,1,5,6
Whites,-2,-2,-2,1,0.30652,55,1,Democrat,1,6,8
Whites,1,-1,-1,1,0.83936,70,1,Democrat,1,5,7
Asians,1,1,1,1,0.52807,53,2,Democrat,2,5,7
Whites,-2,-2,-2,1,0.53075,70,2,Democrat,1,5,8
Whites,1,-1,-1,1,2.02427,64,2,Democrat,1,3,3
Asians,1,1,1,3,0.61115,56,1,Decline to State,2,NA,7
Whites,1,-1,-1,2,0.63791,75,1,Republican,1,4,7
Asians,1,1,1,2,0.43468,51,1,Republican,2,5,7
Whites,2,2,2,1,1.85001,70,2,Democrat,1,4,7
Latinx,1,-1,-1,2,1.53875,35,1,Republican,1,3,4
Asians,1,1,1,3,1.69232,19,1,Decline to State,1,6,5
Latinx,1,1,-1,4,0.2529,62,2,Decline to State,1,5,7
Whites,1,1,-1,2,2.00135,62,1,Republican,1,5,4
Whites,-1,-2,-2,2,0.47729,40,2,Democrat,1,5,7
Whites,NA,NA,NA,3,0.98148,70,1,Republican,1,2,8
Whites,1,1,1,1,0.57937,37,2,Decline to State,2,5,7
Whites,2,1,1,2,0.40788,57,1,Republican,1,2,7
Whites,2,2,2,1,0.90968,39,2,Democrat,1,6,5
Latinx,-1,1,-2,1,1.04608,33,1,Democrat,1,2,4
Whites,1,-1,-1,2,0.89883,62,2,Republican,1,3,7
Latinx,-1,-2,-2,2,0.64787,48,1,Democrat,1,6,7
Whites,2,1,1,3,0.70931,76,1,Democrat,1,5,8
Whites,2,1,1,2,0.23011,31,2,Democrat,1,2,8
Latinx,2,1,1,4,0.92258,36,1,Decline to State,1,5,5
Whites,2,-2,1,3,0.47729,44,2,Democrat,1,NA,8
Whites,1,1,1,2,4.63276,27,1,Republican,1,1,3
Whites,2,1,-1,3,0.30763,36,1,Decline to State,1,6,8
Latinx,1,1,2,3,0.20694,30,1,Decline to State,1,3,7
Whites,2,-2,-1,NA,0.3762,65,1,Republican,1,NA,7
Asians,2,2,-2,1,1.95973,57,2,Decline to State,2,2,7
Whites,-1,-1,-1,1,0.52252,50,1,Democrat,1,6,8
Whites,-2,-2,-2,1,0.90308,71,2,Decline to State,1,1,8
Asians,2,2,2,3,0.47619,38,1,Democrat,2,4,7
Latinx,2,2,2,1,0.39162,21,2,Democrat,1,2,6
Whites,NA,NA,NA,1,0.53075,76,2,Democrat,1,NA,8
Whites,-1,-2,-1,1,0.54785,84,1,Democrat,1,4,7
Whites,-2,-2,-2,1,0.41269,36,1,Democrat,1,5,7
Whites,-2,-2,-2,1,0.38041,33,1,Democrat,1,5,8
Other,NA,NA,NA,1,0.61405,64,2,Democrat,1,1,7
Whites,-1,-2,-2,1,0.58522,60,2,Democrat,1,4,5
Blacks,NA,NA,NA,2,0.50997,44,1,Republican,1,5,7
Whites,-1,-1,1,3,0.63791,80,1,Republican,1,3,7
Latinx,1,1,1,4,0.79729,22,1,Decline to State,1,1,6
Whites,-2,-2,-2,3,0.43761,70,2,Decline to State,1,2,7
Asians,1,1,2,3,0.8346,24,1,Decline to State,2,2,5
Asians,1,1,1,3,0.90263,50,1,Decline to State,2,5,8
Whites,1,1,1,1,1.59629,72,2,Democrat,1,5,5
Whites,2,-1,-1,1,1.07951,45,1,Democrat,1,5,6
Whites,-2,-2,-2,1,0.83936,71,1,Democrat,1,5,8
Asians,-1,-1,-1,1,0.49845,33,1,Democrat,2,5,8
Whites,-2,-2,-2,1,0.59166,70,1,Democrat,1,3,7
Whites,1,1,1,1,0.59869000000000006,65,1,Democrat,1,5,8
Whites,1,-1,-1,2,1.19949,68,1,Republican,1,2,5
Latinx,-1,-1,-1,1,0.33484,43,1,Democrat,1,5,7
Latinx,1,2,1,4,1.50251,53,2,Republican,1,5,5
Whites,2,1,1,1,0.27252,24,2,Decline to State,1,3,7
Whites,1,-1,-1,2,0.54775,66,1,Decline to State,1,4,7
Whites,1,1,1,2,0.50797,57,1,Republican,2,6,8
Whites,2,-1,1,3,0.83953,41,1,Republican,1,6,8
Whites,2,-2,-2,1,0.47229,51,2,Democrat,1,5,8
Other,NA,NA,NA,4,0.70211,62,1,Democrat,1,5,8
Whites,1,-1,1,3,0.90308,71,2,Other,1,2,8
Latinx,2,2,2,1,1.18036,20,2,Democrat,1,3,6
Whites,NA,NA,NA,1,0.5001,39,2,Democrat,1,3,8
Whites,-2,-2,-2,4,0.51338,35,1,Decline to State,1,6,7
Blacks,NA,NA,NA,1,0.8928,28,2,Republican,1,2,5
Latinx,1,1,1,3,0.34529,34,1,Decline to State,1,4,7
Whites,1,-1,-1,1,0.47552,68,1,Democrat,1,4,8
Whites,-2,-2,-2,4,2.0546,45,1,Republican,1,5,6
Whites,1,1,-1,2,0.46808,70,1,Republican,1,5,7
Whites,1,-1,1,1,0.21319,18,2,Democrat,2,5,5
Whites,1,1,1,1,2.71999,59,1,Decline to State,1,3,2
Whites,2,-1,1,4,0.582,67,1,Democrat,1,1,6
Whites,2,2,2,2,0.26262,23,2,Republican,1,4,7
Latinx,2,1,2,1,1.18746,18,2,Democrat,1,3,3
Whites,2,-2,-2,2,0.66003,25,1,Republican,1,2,7
Asians,1,1,1,1,0.4956,35,1,Democrat,2,6,8
Whites,2,2,2,2,0.6049,31,1,Decline to State,1,3,6
Whites,-1,-2,1,2,1.03583,78,2,Republican,1,2,7
Latinx,-1,1,1,3,1.88524,40,2,Democrat,1,2,5
Latinx,-1,-1,-1,4,0.70858,59,1,Decline to State,1,4,6
Whites,2,1,1,2,0.47935,63,1,Democrat,1,NA,8
Whites,-1,-1,-1,4,0.48501,30,2,Democrat,1,6,7
Latinx,1,-1,-1,2,0.31017,41,1,Republican,1,4,4
Whites,-2,-2,-2,2,0.3708,60,1,Republican,1,5,7
Whites,-1,-1,-2,1,0.32678,34,2,Democrat,1,5,8
Whites,1,1,1,3,0.28169,29,1,Decline to State,1,2,7
Latinx,2,2,2,3,0.50384,42,1,Decline to State,1,4,5
Whites,2,1,-2,1,0.23726,39,2,Democrat,1,4,7
Whites,1,1,1,1,0.29176,67,2,Democrat,1,3,8
Latinx,1,1,1,1,0.4176,34,1,Democrat,1,4,8
Asians,2,1,2,1,0.36456,26,1,Democrat,2,3,7
Whites,1,1,-1,2,0.40788,58,1,Republican,1,5,7
Whites,2,1,1,4,0.52462,33,2,Decline to State,1,4,7
Whites,1,1,-1,3,0.24827,19,2,Decline to State,1,5,5
Blacks,2,1,-1,1,1.01608,70,1,Democrat,1,4,5
Whites,-1,-1,-1,1,0.59423,59,2,Democrat,1,2,5
Whites,-2,-2,-2,1,0.59068,68,1,Decline to State,1,5,7
Whites,-2,-2,-2,3,0.51338,35,1,Decline to State,1,4,8
Whites,2,-1,2,2,0.55348,30,1,Republican,1,5,7
Whites,-1,-1,-1,1,1.98206,74,1,Democrat,1,3,3
Whites,2,-1,1,3,2.2258,80,1,Republican,1,4,6
Whites,1,-2,-2,1,0.40829,60,2,Democrat,1,3,8
Whites,2,-1,2,1,0.54785,86,1,Democrat,2,NA,8
Whites,-2,-2,-2,1,0.52252,52,1,Democrat,1,4,7
Whites,2,1,1,3,0.5958,72,1,Decline to State,1,5,7
Whites,NA,2,-1,1,0.41269,37,1,Democrat,2,6,7
Whites,-2,-2,-2,2,6.15234,53,2,Republican,1,2,3
Asians,1,1,1,3,0.85425,30,2,Other,1,3,7
Whites,-2,-2,-2,1,0.24097,43,1,Democrat,1,5,7
Whites,2,1,1,3,1.64764,24,2,Other,1,2,3
Whites,1,1,-1,1,1.01729,75,2,Democrat,2,5,8
Whites,-2,-2,-2,1,1.20587,74,1,Democrat,1,5,5
Asians,1,1,1,1,0.1021,24,2,Democrat,2,3,7
Whites,2,2,2,2,0.69207,55,1,Decline to State,1,5,4
Whites,-2,-2,-2,1,0.43099,66,1,Democrat,1,5,8
Whites,1,-2,-2,1,0.44031,66,1,Democrat,2,6,8
Latinx,2,2,2,3,1.71598,53,1,Democrat,2,2,8
Whites,-1,-2,-2,1,0.25578,60,2,Democrat,1,6,7
Whites,NA,NA,NA,1,0.48916,58,1,Democrat,1,5,8
Whites,2,1,2,3,0.47301,63,2,Decline to State,1,4,8
Whites,-1,-2,-2,1,0.48283,58,2,Democrat,1,6,8
Other,2,1,2,4,1.26263,34,2,Other,1,4,5
Whites,2,-2,1,1,0.29653,18,2,Democrat,1,6,3
Whites,-2,-2,-2,4,0.5249,47,2,Decline to State,1,4,7
Whites,2,2,2,2,0.41598,68,1,Republican,1,5,8
Whites,1,2,1,2,0.39528,45,1,Republican,1,5,7
Whites,-1,-1,-1,4,1.4254,62,1,Decline to State,1,5,5
Whites,1,1,-1,1,0.77395,19,2,Decline to State,1,4,5
Whites,2,1,1,1,1.12163,35,2,Democrat,1,4,7
Asians,2,1,-1,1,0.67151,64,1,Decline to State,2,2,8
Whites,2,1,1,2,2.83001,76,1,Republican,1,3,3
Whites,1,-1,-1,1,0.7353,63,1,Other,1,NA,8
Other,NA,NA,NA,1,2.43851,51,1,Democrat,1,3,4
Blacks,2,2,2,1,0.57492,63,2,Democrat,1,4,8
Whites,-2,-2,-2,1,0.72414,71,1,Democrat,2,4,6
Whites,1,-1,-1,3,0.58937,59,1,Decline to State,1,1,8
Whites,2,2,2,3,0.29818,60,1,Democrat,1,6,8
Whites,-2,-2,-2,3,0.48523,65,2,Republican,1,4,7
Whites,2,1,1,1,0.40528,42,1,Democrat,1,5,7
Latinx,1,1,-1,1,0.71215,27,2,Democrat,1,4,7
Whites,-1,-1,1,3,0.63791,76,1,Republican,1,3,7
Asians,1,1,1,3,3.82701,30,1,Republican,2,1,5
Latinx,-2,-2,-2,2,2.21805,48,1,Republican,1,3,5
Whites,2,2,2,2,0.95313,52,1,Republican,1,3,7
Whites,1,-2,-2,3,1.20564,69,1,Other,1,5,6
Whites,1,1,-1,NA,2.64116,77,1,Republican,1,NA,6
Latinx,2,1,1,1,1.8522,48,2,Democrat,2,3,2
Blacks,2,2,2,2,0.72917,48,1,Republican,1,6,8
Latinx,-1,1,1,1,0.45817,63,2,Democrat,1,5,8
Asians,2,2,2,1,0.46374,25,1,Democrat,1,5,7
Whites,1,-1,1,1,0.32373,25,1,Democrat,1,2,7
Whites,1,1,2,2,0.60842,54,1,Republican,2,5,8
Whites,1,1,1,3,0.35494,39,1,Democrat,1,5,7
Whites,1,-1,1,2,0.92996,35,2,Decline to State,1,2,5
Latinx,1,1,1,1,0.30134,21,2,Democrat,1,4,6
Whites,-1,-1,-1,2,2.678,30,1,Republican,1,4,3
Latinx,2,2,2,4,2.53056,42,1,Democrat,1,3,3
Latinx,-1,2,1,1,0.34678,23,1,Democrat,1,1,6
Whites,1,1,-1,2,0.77131,57,1,Republican,1,2,5
Asians,1,1,1,1,0.48225,25,2,Decline to State,1,5,7
Blacks,2,2,2,3,0.57492,61,2,Democrat,1,2,7
Other,NA,NA,NA,4,0.41941,27,2,Decline to State,2,1,7
Whites,1,1,-1,1,0.39974,69,2,Decline to State,1,4,8
Whites,-1,-1,-2,1,0.48053,39,1,Republican,1,6,8
Whites,2,-1,1,3,0.51338,35,1,Decline to State,1,3,7
Whites,1,2,-1,1,0.48501,34,2,Democrat,1,4,7
Latinx,1,1,1,1,0.63977,37,2,Decline to State,1,3,6
Latinx,1,1,1,3,0.25472,45,1,Democrat,1,6,8
Whites,-1,-1,-1,1,0.45643,55,1,Democrat,1,6,7
Whites,-1,-1,-1,1,0.43862,63,2,Democrat,1,3,7
Asians,2,1,2,1,1.93164,45,1,Democrat,2,6,8
Latinx,1,1,1,4,0.39314,40,2,Other,1,5,4
Asians,2,2,2,2,0.45932,59,1,Republican,2,4,7
Whites,NA,NA,NA,1,1.67084,63,1,Democrat,1,3,8
Asians,2,2,2,1,0.27118,26,2,Democrat,1,5,7
Whites,1,1,1,2,6.02843,72,2,Republican,1,6,3
Whites,2,1,1,1,0.65135,71,2,Decline to State,2,5,8
Whites,1,1,-1,1,0.27833,40,2,Democrat,1,5,8
Latinx,1,1,2,1,0.39575,69,1,Democrat,1,5,8
Whites,1,-1,-1,1,0.38041,31,1,Democrat,1,5,8
Whites,1,-1,-1,1,1.34366,21,1,Democrat,1,5,6
Whites,1,-1,1,4,0.32678,32,2,Democrat,1,4,8
Whites,2,1,1,3,1.01271,45,1,Republican,1,5,6
Whites,1,1,-1,3,0.85072,21,1,Democrat,1,2,6
Whites,-1,-1,-1,2,1.06945,57,2,Republican,1,5,5
Whites,1,-1,-1,3,0.40376,50,1,Decline to State,1,5,8
Whites,1,-2,-2,4,0.91098,56,1,Republican,1,6,5
Whites,1,1,1,2,5.37641,75,1,Republican,1,2,3
Whites,1,-2,-2,4,0.47378,31,2,Democrat,1,5,7
Whites,2,2,2,2,0.98148,92,1,Republican,1,4,7
Whites,2,1,1,3,0.96905,76,2,Democrat,1,5,8
Latinx,2,1,1,2,0.18729,43,1,Republican,1,4,7
Asians,1,1,1,3,0.732,52,1,Decline to State,2,5,8
Whites,2,1,2,3,0.63791,92,1,Republican,1,4,7
Whites,1,-1,1,3,1.56772,56,2,Decline to State,2,6,6
Whites,1,NA,NA,1,0.39974,65,2,Decline to State,1,NA,8
Whites,2,-1,1,3,0.24827,23,2,Other,1,3,5
Whites,-1,-2,-2,2,0.77266,57,2,Other,1,1,6
Whites,1,-1,1,4,0.65624,35,1,Decline to State,1,5,5
Whites,-2,-2,-2,2,0.92385,52,1,Republican,2,4,6
Latinx,2,1,-1,4,0.20643,23,2,Decline to State,1,1,6
Whites,1,1,NA,2,1.13924,77,1,Republican,1,4,5
Whites,2,-2,-2,3,0.54985,50,1,Republican,1,4,7
Whites,2,1,1,2,1.0303,77,1,Republican,1,5,5
Asians,2,2,2,1,0.53114,23,2,Decline to State,1,2,4
Asians,-2,-2,-2,4,1.46868,56,2,Democrat,1,6,5
Asians,1,-1,-2,2,1.20936,36,1,Republican,1,5,7
Whites,-1,-1,1,1,0.22329,49,2,Democrat,1,6,7
Asians,1,1,1,3,0.48913,42,1,Democrat,1,5,8
Latinx,-1,-1,-1,4,0.20901,45,2,Other,1,1,7
Latinx,1,1,1,1,2.13819,19,2,Decline to State,1,3,3
Whites,2,-2,-1,1,2.91918,58,2,Democrat,1,4,3
Asians,2,1,1,4,1.27253,39,1,Decline to State,1,3,6
Whites,1,-2,-1,1,0.46892,51,2,Democrat,1,6,8
Whites,NA,NA,NA,3,0.32227,57,1,Republican,1,6,7
Whites,1,-2,-2,1,0.46904,23,2,Democrat,1,1,7
Whites,1,-1,-1,1,0.28932,42,2,Democrat,1,6,8
Whites,1,1,1,1,0.54785,75,1,Democrat,1,5,8
Whites,2,2,2,3,0.80627,55,1,Decline to State,1,4,8
Whites,-2,-2,-2,3,0.92909,46,1,Other,1,5,5
Whites,1,1,-1,1,0.44878,72,2,Democrat,1,5,8
Whites,1,-1,-2,4,0.44031,68,1,Democrat,1,5,8
Whites,1,1,1,2,0.67804,70,1,Republican,1,5,7
Whites,-2,-2,-2,2,3.34644,55,1,Republican,1,1,4
Whites,-1,-2,-2,1,0.97585,73,1,Democrat,1,5,7
Whites,1,-1,-1,1,0.41269,36,1,Democrat,1,5,8
Whites,1,1,1,1,0.52252,50,1,Democrat,2,6,8
Whites,-2,-2,1,1,0.59166,74,1,Democrat,1,2,7
Latinx,1,1,1,3,0.29342,22,1,Decline to State,1,4,5
Whites,-1,-2,-2,1,0.3368,64,1,Democrat,1,6,7
Whites,2,-1,1,3,0.62678,19,2,Republican,1,5,5
Whites,-1,-1,-1,2,1.75391,62,2,Republican,1,6,5
Whites,1,2,2,2,1.0303,76,1,Republican,1,2,6
Blacks,1,-1,-1,3,1.28066,48,1,Other,1,4,7
Whites,-1,-2,-1,1,0.43915,27,1,Democrat,1,1,8
Whites,NA,NA,NA,3,0.46009,49,1,Republican,1,4,7
Latinx,1,-1,-1,2,0.77759,46,2,Republican,2,5,6
Blacks,2,1,-1,2,0.69122,39,1,Republican,1,5,8
Whites,-1,-2,-2,2,0.79813,36,2,Republican,1,5,8
Whites,-2,-1,-1,2,0.99279,40,1,Republican,1,5,6
Whites,2,2,2,2,0.69069,67,2,Decline to State,1,5,5
Whites,2,1,-1,1,0.65065,68,2,Democrat,1,1,8
Asians,2,2,2,3,0.96478,30,1,Decline to State,2,5,7
Latinx,-1,-2,-2,3,1.12581,18,2,Other,1,1,5
Whites,2,-1,-1,2,0.3762,68,1,Republican,1,5,7
Whites,-1,1,1,3,1.97842,64,2,Republican,1,3,5
Whites,2,-1,2,3,0.49368,49,1,Republican,1,5,7
Whites,NA,NA,NA,2,1.1398,45,1,Republican,1,3,6
Whites,2,2,2,1,0.44009,36,1,Democrat,1,5,7
Whites,-1,-1,-1,1,0.72523,77,2,Democrat,1,3,8
Whites,1,-2,-1,1,0.37865,31,1,Democrat,1,5,7
Whites,-2,-1,-1,4,0.96023,59,1,Democrat,1,5,5
Latinx,2,2,1,1,3.25388,28,1,Democrat,1,4,5
Whites,-2,-2,-2,1,0.38041,32,1,Democrat,1,NA,8
Whites,1,-1,-1,1,1.18304,64,1,Democrat,1,3,6
Latinx,1,1,-1,1,0.39298,53,1,Democrat,1,5,7
Whites,1,-1,1,3,0.61217,47,1,Decline to State,2,6,8
Whites,-1,1,-2,1,0.49188,48,2,Democrat,1,5,7
Whites,1,1,1,2,0.33747,55,1,Republican,1,5,8
Latinx,2,2,2,4,0.59145,24,2,Democrat,1,2,6
Whites,1,-1,2,3,0.53075,76,2,Democrat,1,6,8
Whites,-2,-2,-2,1,0.65633,62,1,Democrat,2,1,5
Latinx,2,1,1,1,2.30517,70,1,Decline to State,1,4,3
Whites,1,1,-1,1,0.83344,33,1,Democrat,1,4,4
Whites,1,-1,-1,3,0.61488,76,2,Decline to State,1,3,8
Whites,2,1,-1,3,2.08221,56,1,Decline to State,1,4,5
Whites,-1,-1,-1,1,0.72159,71,1,Democrat,1,5,5
Whites,2,-1,-2,4,1.15012,53,1,Democrat,1,1,5
Whites,1,-1,-1,3,0.32105,48,2,Other,1,NA,8
Whites,2,-2,-2,1,0.74527,45,1,Democrat,1,5,8
Whites,1,-1,-1,3,0.5958,79,1,Decline to State,1,4,7
Blacks,NA,NA,NA,4,3.26788,86,1,Decline to State,1,4,6
Whites,-2,-2,-2,1,0.30652,55,1,Democrat,1,2,7
Whites,NA,-2,1,1,1.38667,69,2,Democrat,1,4,6
Whites,-1,-2,-2,1,0.35741,29,2,Democrat,1,5,8
Whites,-1,-1,-1,1,0.72159,78,1,Democrat,1,4,5
Whites,-1,1,-2,1,0.49188,45,2,Democrat,1,3,7
Whites,NA,NA,NA,4,0.98569,41,1,Democrat,1,5,6
Whites,1,-2,-2,1,0.29587,54,2,Democrat,1,3,7
Latinx,-2,-2,-2,4,1.21271,58,2,Republican,1,5,5
Whites,1,1,1,1,0.32899,71,1,Democrat,1,3,8
Whites,-1,-1,-1,1,0.26588,61,2,Democrat,1,4,7
Latinx,1,1,2,4,0.89722,19,1,Other,1,4,3
Whites,-1,1,1,1,0.59166,72,1,Democrat,1,4,8
